fold,T,X,precision,recall,f1,accuracy,balanced_accuracy,y_true_-1,y_true_0,y_true_1,y_pred_-1,y_pred_0,y_pred_1
0,7,0.15,0.49453551912568305,0.49453551912568305,0.49453551912568305,0.9682539682539683,0.49453551912568305,0,61,2,0,61,2
1,7,0.15,0.5356060606060606,0.5935672514619883,0.5595238095238095,0.9365079365079365,0.5935672514619883,0,57,6,0,55,8
2,7,0.15,0.561381074168798,0.6076923076923078,0.5791666666666667,0.9047619047619048,0.6076923076923078,0,50,13,0,46,17
3,7,0.15,0.46428571428571425,0.5576923076923077,0.4562334217506631,0.7301587301587301,0.5576923076923077,0,52,11,0,35,28
4,7,0.15,0.43703703703703706,0.5476190476190476,0.45042904290429037,0.7936507936507936,0.5476190476190476,0,56,7,0,45,18
5,7,0.15,0.32786885245901637,0.3225806451612903,0.3252032520325203,0.9523809523809523,0.3225806451612903,0,62,1,0,61,2
6,7,0.15,0.328042328042328,0.3333333333333333,0.33066666666666666,0.9841269841269841,0.3333333333333333,0,62,1,0,63,0
7,7,0.15,0.3279569892473118,0.3279569892473118,0.3279569892473118,0.9682539682539683,0.3279569892473118,0,62,1,0,62,1
8,7,0.15,0.3333333333333333,0.32275132275132273,0.3279569892473118,0.9682539682539683,0.32275132275132273,0,63,0,0,61,2
9,7,0.15,0.45517241379310347,0.48305084745762716,0.4672364672364672,0.9206349206349206,0.48305084745762716,0,59,4,0,58,5
10,7,0.15,0.4101307189542484,0.5324858757062146,0.42803030303030304,0.8412698412698413,0.5324858757062146,0,59,4,0,51,12
11,7,0.15,0.40454545454545454,0.46610169491525427,0.42105263157894735,0.873015873015873,0.46610169491525427,0,59,4,0,55,8
12,7,0.15,0.6549707602339181,0.4166666666666667,0.48005698005698005,0.8888888888888888,0.4166666666666667,3,60,0,1,57,5
13,7,0.15,0.4890710382513661,0.4388888888888889,0.4584022038567493,0.9523809523809523,0.4388888888888889,3,60,0,2,61,0
14,7,0.15,0.6559139784946236,0.4444444444444444,0.49453551912568305,0.9682539682539683,0.4444444444444444,3,60,0,1,62,0
15,7,0.15,0.30601092896174864,0.3218390804597701,0.3137254901960784,0.8888888888888888,0.3218390804597701,5,58,0,2,61,0
16,7,0.15,0.30687830687830686,0.3333333333333333,0.31955922865013775,0.9206349206349206,0.3333333333333333,5,58,0,0,63,0
17,7,0.15,0.30687830687830686,0.3333333333333333,0.31955922865013775,0.9206349206349206,0.3333333333333333,5,58,0,0,63,0
18,7,0.15,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0,63,0,0,63,0
19,7,0.15,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0,63,0,0,63,0
20,7,0.15,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0,63,0,0,63,0
21,7,0.15,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0,63,0,0,63,0
22,7,0.15,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0,63,0,0,63,0
23,7,0.15,0.3333333333333333,0.328042328042328,0.33066666666666666,0.9841269841269841,0.328042328042328,0,63,0,0,62,1
24,7,0.15,0.3333333333333333,0.328042328042328,0.33066666666666666,0.9841269841269841,0.328042328042328,0,63,0,0,62,1
25,7,0.15,0.3333333333333333,0.328042328042328,0.33066666666666666,0.9841269841269841,0.328042328042328,0,63,0,0,62,1
